tweet_id	query	disease	created_at	screen_name	text	description	location	timezone	user_id	coordinate	tweets_per_user	posted_by	talk_about
721193295376945152	asthma	Asthma	2016-04-16 04:27:35	sarahmasri	I have such a new appreciation for people who have asthma. Not being able to breath fucking sucks it turns out	I'm not half the tree hugger I'd like to be	Canada	Alaska	18000929	None	1	individual	celeb
721436842307018752	Inhaler	Asthma	2016-04-16 20:35:21	HeadOfTheDaemon	This is my girl with my pills, food, water, inhaler etc https://t.co/u8eFTMApNV	I put my hands around @skraenigma's neck to squeeze my anger and release my love	n/a	Casablanca	2336846034		1	individual	celeb
721613197657018368	Inhaler	Asthma	2016-04-17 08:16:07	MrKohler_RP	Kazue Kato intended on giving him stress-related asthma, making him always having an inhaler around.	Hej! Kom og snak for lidt engang. Ma ikke genere mig, nar jeg er fuld, bare en advarsel, kan jeg sla dig.	Denmark	Jakarta	2222529222		13	individual	celeb
722526117362561024	Inhaler	Asthma	2016-04-19 20:43:44	JordanMichael91	Me: hello, I need ordered an inhaler.  Sales clerk: ah yes, that'll be 74 dollars.  Me: I guess I won't be breathing today then..	I am pretty simple. I seek ways to know God more and more daily but realize how utterly sinful I am and praise God for his grace and mercy.			2895325807		1	individual	celeb
722542723761188864	Exercise-induced asthma	Asthma	2016-04-19 21:49:44	verdelishJP	exercise induced asthma is no fun, kids	freelance JPEN translator   I make J-E fan translation Let's Plays.  () https://t.co/t9MmHkJcgr	SF Bay Area	Pacific Time (US & Canada)	2788864118	None	1	individual	celeb
722588419700842496	Inhaler	Asthma	2016-04-20 00:51:18	KatlynSaffell	I don't know how people with asthma use an inhaler everyday ... This shit is annoying	OSU17 /St. Thomas Aquinas Alumni/ engaged to @bondo___	Canton, OH		319747377		1	individual	celeb
722627180572712960	Inhaler	Asthma	2016-04-20 03:25:20	clairbear_25	Loretta Divine. So breathless. Always. Jesus be an inhaler.	My spaceship left at ten.	da Souf.	Eastern Time (US & Canada)	124017943		1	individual	celeb
722721364201709569	Nebulizer	Asthma	2016-04-20 09:39:35	BaileyDerrick2	Is himself weighty that high nebulizer demonstrably persist fda standard confronting him take him?: xZthK			Kuwait	1240746872	None	221	individual	celeb
722838414811381762	Inhaler	Asthma	2016-04-20 17:24:42	BELMONTKiiiD	@Autumnmichal need an inhaler for dat ass ma	B.R.E.A.M; #FUCKCANCER #RestInPeaceJackson #FreeShodo #BigMoneyVisions; Dis Shit Ain't E-Z https://t.co/B6KrcgmYHX... belmontkids@gmail.com , holla at me.	#KiDSiDE x #WoodBlock, LI	Central Time (US & Canada)	387235595		1	individual	celeb
723225610928160768	Inhaler	Asthma	2016-04-21 19:03:17	nixxcy	Been out int garage looking for stuff for 5 mins or so. Someone has set a massive fire going. Cant breathe &amp; waiting for inhaler to kick in	Some people pray, I turn up the radio.     lll o.	Yorkshire/Lancashire Borders	London	42987517		1	individual	celeb
723349070769696768	asthma	Asthma	2016-04-22 03:13:52	bingbingbinger	@JuliKurnos maybe an angel w asthma	kanye retweets		Pacific Time (US & Canada)	4633992252	None	1	individual	celeb
723505296509902849	Inhaler	Asthma	2016-04-22 13:34:39	MudVanBibber13	When the lady at Dunkin asks why you're so shaky this morning....  I just took my inhaler...	I'd rather be dead than cool.	yer mom's house	Eastern Time (US & Canada)	629609674		1	individual	celeb
723533661526609920	Inhaler	Asthma	2016-04-22 15:27:22	Leesuhhhh	How you gonna steal my inhaler?	Carter Jamaul Keith		Pacific Time (US & Canada)	164179064		1	individual	celeb
723651990937583617	Inhaler	Asthma	2016-04-22 23:17:34	Yeezus3020	Kenny use cut scences and use a inhaler. https://t.co/CBlzFj4v5f	Nothing ,Nothing just a little  humor here and there	Why should I tell you ?				1	individual	celeb
720083651074109440	asthma	Asthma	2016-04-13 02:58:15	jmurray829	@greta Not when I was a kid and thats the last 40 years..asthma, allergies, autism etc..all seem to be on the rise..I've always wondered why		United States of America	Eastern Time (US & Canada)	28048959	None	1	individual	celeb
720475218800730114	Inhaler	Asthma	2016-04-14 04:54:12	K_DotEvans	Kobe gone need a defibrillator and a damn inhaler....	I'm just tryna make Shica proud and get paid during the process	On the road to riches	Quito	153192708		1	individual	celeb
722077298309132292	Inhaler	Asthma	2016-04-18 15:00:18	KristinBeltaos	#foodallergy #asthma #death Boy Who Died From Asthma or Allergies at School Was Not Given Epi, Had Expired Inhaler https://t.co/9jR5Lfi63X	Italian married to a Greek; Silly Mom of 2; MNCPD Licensed Food Allergy Trainer; Online Instructor; Consultant #foodallergy #bullying #motherhood #parenting	Minneapolis, Minnesota	Central Time (US & Canada)	332320807		2	individual	celeb
723222834604974080	Inhaler	Asthma	2016-04-21 18:52:15	nazramierz14	You use an inhaler ? Yes why? Cuz you got ass - ma !!	lost in a world with no sense.		Pacific Time (US & Canada)	2416176331		1	individual	celeb
718170473671061504	Inhaler	Asthma	2016-04-07 20:15:58	lifebynaomi	@DoodleDo_x Just had a trip to A&amp;E for an inhaler. He's exhausted and asleep now, poor boy.	Trying to think positive on food, family, faith and fun.	Lancashire	Dublin	182278083		1	individual	family
719381401229897728	Inhaler	Asthma	2016-04-11 04:27:46	sarebearx_	My mom made my dad laugh so hard that he needs his inhaler			Pacific Time (US & Canada)	2257961533		1	individual	family
719559726145662976	asthma	Asthma	2016-04-11 16:16:22	unwaveRED_DST	Y'all pray for my little cousin!! He's 12.. He had a asthma attack &amp; heart attack &amp; doctors have given up on him	USA to Germany #USCUsenior #Godfirst #internationallyknown #Fall 15'   843|864	DELTA LAND	Pacific Time (US & Canada)	1544350286	None	1	individual	family
719791358408531968	asthma	Asthma	2016-04-12 07:36:47	ClaireyBash	woke up at 4am to Alfie coughing so much he couldn't breathe, asthma attack followed just managed to calm it down by 6 got him back asleep	flame haired mum, glasgow rangers fan,cider lover, piss taker and all round decent cunt. if bad language offends you dont follow n grow a pair #ProudToBeBritish	North Ayrshire, UK	None	396202498	None	8	individual	family
720176625426558977	asthma	Asthma	2016-04-13 09:07:42	freefromfairy	It is shocking to read that three people every day in the uk die from asthma. Both my kids have it... https://t.co/YIwTN4es3Y	#Freefrom Family Food Adventures; Healthy recipes, tips, reviews. Recipe developer. Food writer. Following #FODMAP diet for IBS. #glutenfree #dairyfree	Exeter, Devon	None	631963912	None	1	individual	family
720247739095719937	asthma	Asthma	2016-04-13 13:50:17	missmelzaful	Lost the battle @teganparky.My daughter is not allowed to have her ventolin anywhere near her at school and in case of asthma attack too bad	occasional ramblings. music lover. melbournite. mum.	Melb	Melbourne	42199233	None	1	individual	family
720718197708574720	asthma	Asthma	2016-04-14 20:59:43	cinnamaldehyde	we discovered Lillian had asthma when living two floors above a cigar smoker. Lillian and I were both glad when we moved.	Vegan as fuck. Glutenfree as hell. Fatty deathfat. Cripples without borders. Cats without masters. If you're not outraged, you're not paying attention.	PHX	Pacific Time (US & Canada)	192307090	None	2	individual	family
720734688814489600	asthma	Asthma	2016-04-14 22:05:15	ST0NEY__	Damn asthma back at it again fuckkn with my baby		The hills	None	3875914469	None	2	individual	family
721207684419035137	asthma	Asthma	2016-04-16 05:24:46	_malenahofs	This is what i hate about stubborn grandparents. They know they have asthma yet they don't want to get inside and get away from the smoke.	,	TIQ	Guam	98319437	None	1	individual	family
721270787135684608	asthma	Asthma	2016-04-16 09:35:30	ashertheprince	She's so sad. She had this asthma like episode and now she's just sitting here looking tired and upset.	(KICK IT BARACK)		Eastern Time (US & Canada)	191644839	None	1	individual	family
722831603085352960	Inhaler	Asthma	2016-04-20 16:57:38	CaseyyKeshh	One time I took a hit of Alexis inhaler and snap chatted it to my mom and her and my dad called And started screaming at me for smoking weed		Orem, UT		2324988492		1	individual	family
719472163091312640	Nebulizer	Asthma	2016-04-11 10:28:25	InevitableHawke	@pftompkins that breathing machine that Mary Holland used was a nebulizer. My daughter used one.	I watch things, listen to stuff, and play games. I like to talk about stuff I like. Sometimes I say funny things.	Florida, kicking and screaming	Eastern Time (US & Canada)	64148381	None	1	individual	family
719717727707996161	asthma	Asthma	2016-04-12 02:44:12	alesiavsworld	my baby got kitty asthma!!!! :'( OH GOD I CAN'T GO ON!!! MY BABY!!	artist. black. not straight. IG: @alesiavsworld	Brooklyn, NY	Mountain Time (US & Canada)	289620438	None	1	individual	family
720045452817784833	asthma	Asthma	2016-04-13 00:26:28	Nae33333	My daddy told me to stop smokin cus I got asthma  don't tell me how to live my life			None		None	1	individual	family
720266647068676096	asthma	Asthma	2016-04-13 15:05:25	CosmiicQueer	Mom: Are you feeling any better? Me: -is experiencing many things at the same time- Me: I think I caught chronic asthma	|Josie|18|GA|They/Them|Pan|	Arima's suitcase	None	3030960413	None	1	individual	family
720402048903045121	Nebulizer	Asthma	2016-04-14 00:03:27	Kim_Annmiller	my dad just told me his test came back lung problems please let this new medicine work with his nebulizer	Roots for Tampa Bay Lightning, dog mommy to Zeusa  love date night with hubby, working out is my addiction, gluten free, support ED recovery	florida	Atlantic Time (Canada)	574098849	None	1	individual	family
721005665255350272	asthma	Asthma	2016-04-15 16:02:00	OhioENT_Allergy	If my child has #asthma, can we keep our #pet? https://t.co/hawfXZ1rBR #nationalpetmonth #petmonth #allergies https://t.co/JibITjIxDo	Ohio ENT & Allergy Physicians is Ohios largest and most comprehensive, independent Otolaryngology (ENT) and Allergy group.	Central, Ohio	Eastern Time (US & Canada)	348730127	None	2	individual	family
721515181063421952	Inhaler	Asthma	2016-04-17 01:46:38	venusflytrxp	My little sister got her teeth removed and she told me the nitrous reminded her of when she took too many puffs from her inhaler	hey bighead	dunkin donuts	Pacific Time (US & Canada)	1580565176		1	individual	family
722263019531579392	Inhaler	Asthma	2016-04-19 03:18:17	pigeoncrap	my sister got an inhaler and I'm trying not 2 explain the correct breathing procedures with it's just like taking a hit	official britney spears	slc	Mountain Time (US & Canada)	38601292		1	individual	family
723202951402106881	Inhaler	Asthma	2016-04-21 17:33:14	iamRls	My mother said she using her inhaler	Future Transactional Entertainment Attorney.		Eastern Time (US & Canada)	150881951		1	individual	family
718093628174782464	Inhaler	Asthma	2016-04-07 15:10:37	cjpharmonizer	Lauren in Ex&amp;Ohs tho kskdkxkekxkkdfj I need an inhaler	2/11/14, 8/2/14, 2/27/15			2588064997		1	individual	himself
718094139829542912	Inhaler	Asthma	2016-04-07 15:12:39	EdwinJKoh	One day I'll have my steroid inhaler	#1 League of Legends player l #YouBoutToGetItAteLikeGroceries #ButOrganicGroceriesCauseImOnAStrictDiet		Pacific Time (US & Canada)	219848874		1	individual	himself
718203419174039553	Inhaler	Asthma	2016-04-07 22:26:53	TuttieeFruttiee	I went for a run with my dad and OMG I need my inhaler.	20 & trying to make it through life :)		Quito	348851753		1	individual	himself
718236727509458945	Inhaler	Asthma	2016-04-08 00:39:14	emmamoff	My lungs are giving up and I'm losing brain cells from using my inhaler too much #sendhelp	monkey	Wellington, New Zealand	Auckland	19432148		1	individual	himself
718238608801558530	Inhaler	Asthma	2016-04-08 00:46:43	lostsinlondon	where's my inhaler  https://t.co/C0Xd7MkyR4	i like too many artists		London	369286533		1	individual	himself
718279601202536449	Inhaler	Asthma	2016-04-08 03:29:36	ChrisaleeTierra	I can't breathe &amp; i can't find my inhaler	MHS Basketball Romans 8:18		Hawaii	244834203		1	individual	himself
718293238784856065	Inhaler	Asthma	2016-04-08 04:23:48	artfgt	I need an inhaler	cunt ass fat little bitch		Pacific Time (US & Canada)	471826975		1	individual	himself
718312632554561537	Inhaler	Asthma	2016-04-08 05:40:51	urfloatingdaisy	I can't find the fucking inhaler	Gd knws we dn't need anther band like Paramre.Kristen Stewart is pure gold.Pretty Little Liars is addiction.@Paramorepilotss @Caradelevingne @KendallJenner		Bucharest	625956263		1	individual	himself
718329073089581056	Inhaler	Asthma	2016-04-08 06:46:11	TedBigsby	@HeyStepha well I wish I could assist. My docs are just lame. They wont even write for an inhaler	Beer please	Mostly Texas, Mostly	Central Time (US & Canada)	306269267		1	individual	himself
718428911705530368	Inhaler	Asthma	2016-04-08 13:22:54	Todaysscent	WHO'S READY FOR A MORNING WORKOUT. With this kind of motivation I should be ready after finding my inhaler! LOL https://t.co/k5ba6RdA2D	Scentsy Independent Consultant	Orillia, Ontario		3714528921		1	individual	himself
718518616753381376	Inhaler	Asthma	2016-04-08 19:19:22	paintedfIower	my inhaler ran out yesterday and now my breathing sounds so ugly and I lit can't breathe LOVE LIFE	dog lover		London	1469626009		1	individual	himself
718540547166703620	Nebulizer	Asthma	2016-04-08 20:46:30	ArtsieRosie	Had an inhalation with the nebulizer thingy and I'm not completely sure what the medication was but I'm like wHEEEEEeeEE	Hi, I'm Rosie! I make art and stuff! Randomness-free, announcements only account: @Axl_Rosie	Brazil	Brasilia	67090259	None	1	individual	himself
718545240827760642	Inhaler	Asthma	2016-04-08 21:05:09	PigletParker	Had a bit of an asthma attack earlier, and instead of dying, I used my inhaler and then slept it off. Good stuff.	That'll do pig, that'll do. Seriously, stop now. Oh pig. Buy stuff for your precious piglet https://t.co/fTUrZtQwyq	London	London	348773604		2	individual	himself
718672548196704256	Inhaler	Asthma	2016-04-09 05:31:02	EmmalynKelly	I wrongfully use my inhaler before bed so I can cuddle with my cat...			Eastern Time (US & Canada)	388878758		1	individual	himself
718685097239658497	Inhaler	Asthma	2016-04-09 06:20:54	KidRafiki	Like im really struggling, if anyone has an inhaler please bring it to me???	We all gods, shooting for the stars in my book. #ViciRepublic we taking over, join us. IG- kidrafiki SC-thalaw  Galactic Labs, Location Unknown	Morehead,KY	Quito	102851567		1	individual	himself
718718495647735809	Inhaler	Asthma	2016-04-09 08:33:37	averagejoruns	@AlexyDury @UKRunChat I've been diagnosed too. Use my blue inhaler before my runs and try to keep mouth covered if cold (buff) - all helps	Amateur ultra runner... proving that ordinary people can do extraordinary things.					1	individual	himself
718728774980866048	Inhaler	Asthma	2016-04-09 09:14:27	softbaekchen	i think the inhaler is helping omg i can actually breathe..................	i wonder if sometimes time has stopped for you too. #		Vienna	62286975		2	individual	himself
718733925607088129	Inhaler	Asthma	2016-04-09 09:34:55	pussydave96	*hits inhaler while fucking*	I've seen you before but what of it?		Pacific Time (US & Canada)	2169540043		1	individual	himself
718970527474266112	Inhaler	Asthma	2016-04-10 01:15:06	autumnxmarie__	every time I have to take my inhaler Katrina makes fun of me			Eastern Time (US & Canada)	3096903645		2	individual	himself
719021963239362560	Inhaler	Asthma	2016-04-10 04:39:29	alrightdaisy	some people are so breathtaking I need my inhaler	i just woke up how could I already be in trouble?	london	Amsterdam	2437950030		1	individual	himself
719152235322744832	Inhaler	Asthma	2016-04-10 13:17:08	bitter_sue	my inhaler wasn't working and it felt really srs? but by the time the doc listened to my chest he said he wouldn't have known i had asthma	local child	london	Casablanca	503259381		1	individual	himself
719204852270641152	Inhaler	Asthma	2016-04-10 16:46:13	_eyezick_	@jaxonnnnnn_ who needs an inhaler when you have oils	https://t.co/QwhTQwa8m3		Pacific Time (US & Canada)	412862435		1	individual	himself
719422777019662336	Inhaler	Asthma	2016-04-11 07:12:10	sammiegirl_11	I'm laughing so hard tonight I need my inhaler!				4652560958		1	individual	himself
719437181962444800	Inhaler	Asthma	2016-04-11 08:09:25	mxxyxdz	Inhaler pls.	Yo te apoyo 5SOS y KathNiel hasta mi ultimo aliento.	KathNiel World / 5SOSFam	Arizona	1593267806		1	individual	himself
719517140504743936	asthma	Asthma	2016-04-11 13:27:08	cherylandrea_	I'm not chasing no dude anymore , I got asthma			Quito	394391013	None	1	individual	himself
719529332172025856	asthma	Asthma	2016-04-11 14:15:35	Autumn_jones98	@dariahmodge asthma @ myself	shut up and dance with me	probably @ dance	None	940181071	None	1	individual	himself
719534326023655424	asthma	Asthma	2016-04-11 14:35:26	AngelxMoonlight	having asthma is the worst thing ever, I can barely breathe	orionlang leavmichael faudetrapi kauremily v	marvel | books | poetry	Pacific Time (US & Canada)	4699706844	None	1	individual	himself
719539574469308416	asthma	Asthma	2016-04-11 14:56:17	hiking_woman	@1mtnsolace Oh life is always a struggle. haha. Otherwise I'm ok. Dealing with new asthma diagnosis which has been pretty difficult.	Always looking for my next hike. Liberal. I'm toughdorable. #DangerZone #hiking #spartanRace #hikeVA #dcu	somewhere loving nature	Eastern Time (US & Canada)	4166749276	None	4	individual	himself
719548740139356160	asthma	Asthma	2016-04-11 15:32:42	_99tx_	That moment when you get told having asthma disqualifies you from joining the military	Day dreamer, Night thinker |RIP Xito| snapchat~angeltorres216 | ELEVATED |	Ohio	None	2213260104	None	1	individual	himself
719553156133306368	asthma	Asthma	2016-04-11 15:50:15	Foulkseyy	@RyanBrooksOUFC @barneygoxford absolute scumbags setting them off I could have an asthma attack	snapchat: foulkseyy	Oxford	None	1529218957	None	1	individual	himself
719556135963889670	asthma	Asthma	2016-04-11 16:02:06	AndreaSparkle	school has officially started and I'm sitting on my ass at home with asthma squeezing the life out of me	Transgender Twizard || Sylph of Seduction	Las Vegas, Nevada	Pacific Time (US & Canada)	2520650868	None	3	individual	himself
719558206209392640	Inhaler	Asthma	2016-04-11 16:10:19	fcukign	@fcukign i also forgotmy inhaler too but thatll never happen again	laramie winona danger; beautiful, horrible, and important. i love hit cw show #supernatural and borderlands like raccoons love garbage (@trashdanger)	they/them or ae/aer/aer	Central Time (US & Canada)	1333285118		3	individual	himself
719577711342002176	asthma	Asthma	2016-04-11 17:27:50	Taylewd	@OMum22 Like....I would be a hundred percent dead had my parents thought that way. My asthma was life threatening when I was very little.	Neurodivergent writer-about-town on unceded Lkwungen territory. Proud #spoonie. He/him.	This country is illegal.	None	317890890	None	1	individual	himself
719592643664179201	asthma	Asthma	2016-04-11 18:27:10	kaymay1545	Minot postal service is fucking unreal stupid.....don't worry don't need my asthma meds or anything	Perfectly Imperfect		None	553961429	None	1	individual	himself
719595223890853888	Inhaler	Asthma	2016-04-11 18:37:25	IrfanRosli	OH MY GOD *grabs inhaler* https://t.co/iRfFiC50sp	| SSI  Kolej Yayasan Saad Business School | retweets = endorsement	Johore Bahru	Alaska	58125310		1	individual	himself
719595299287732226	Inhaler	Asthma	2016-04-11 18:37:43	AntiCandy	@ElisaSantana_ HAH. I love the show and I go hard with my own inhaler () so it fits. Zeke is also a personal fave. Louise is my #1.	she's mad but she's magic. there's no lie in her fire.	New York, NY	Central Time (US & Canada)	30990334		1	individual	himself
719595857331535872	asthma	Asthma	2016-04-11 18:39:56	Twiitter_Name	I want to go to the gym when I get off, but my asthma been kicking my butt all wknd	Engineer. Artist. B.S. Mathematics '14. Former Miss Dillard Univ. Former HoopER #35. Forever AKA iWork TAIL-Y-13. Know your HERstory. Black Excellence	TX    Nawlins    ATL	Pacific Time (US & Canada)	106621529	None	4	individual	himself
719613080406077441	asthma	Asthma	2016-04-11 19:48:22	trprnm_indri	Been waking up for like 3 times bcs of asthma	Allah is the greatest, Allah knows more than we do.	Kepri, Indonesia	None		None	1	individual	himself
719615477035753472	asthma	Asthma	2016-04-11 19:57:54	summerrrdawnnn	this humidity + my asthma = I'm dying halp	back & im better	dtx	None	2800868882	None	1	individual	himself
719620154766675970	asthma	Asthma	2016-04-11 20:16:29	Sportsmk	@BRIZZRAWSTEEN be rapping like he got asthma..my nigga tho	#houston #texans #rockets #astros #lebron #kezus #father #chef #foodie #rednation #texas #jamesHarden @beatindablock	texas	None	340860932	None	1	individual	himself
719630661469016068	asthma	Asthma	2016-04-11 20:58:14	iam_thespenc	Apparently love is the air ? Better hold my breath , asthma ain't doing the trick no more	Dancer / choreographer / plan B talent - blunt and high on life. Music lover - peoples person. Can't exist in what co exists! Property of Shelley Nicole	C.P.T TM	None	1442955882	None	1	individual	himself
