Tweet ID	Query	Disease	Created at	Screen Name	text	Description	Location	Time Zone	User ID	coordinates	tweets per user	Posted by 	Talking about	sarcasm
738870644394328000	Fibromyalgia	Fibromyalgia	2016-06-03 23:11:03	aloanthatisback	****Cure Any Autoimmune Disease *** Crohn's, TYPE 2 Diabetes, MS, Lupus, ...  F ... https://t.co/6UOmBjIkUZ https://t.co/BXt6gyRgGJ			Pacific Time (US & Canada)	4866346240			Individual	don't know	
739297673837056000	Fibromyalgia	Fibromyalgia	2016-06-05 03:27:55	allysonjames831	They want.... #fibromyalgia #rheumatoidarthritis #pseudotumorcerebri https://t.co/u8RyBcqGL0	For the modern woman who wants something beautiful, different, fabulous at their wedding or event! The very best in jewelry, accessories & one of a kind gifts.	Clifton Park, New York	Pacific Time (US & Canada)	227654727			Individual	don't know	
739512500224287000	Fibromyalgia	Fibromyalgia	2016-06-05 17:41:34	amaris_g	Light blue for osteoarthritis, dark blue for fibromyalgia and pink... https://t.co/HOT5ls13d3	Organizer of @HackerNest KW and @CSDevConnect.  Community Relations at @MagnetForensics. Co-host of @TSPWeekly. Community builder.  Canadian tech enthusiast.	Kitchener	Eastern Time (US & Canada)	25309703			Individual	don't know	
739871944208617000	#fibro	Fibromyalgia	2016-06-06 17:29:52	_liberalista	Survivor hsp of #incest, #csa, child abuse, rape, adult abuse, programming, brainwashing, stalking. Have #DID, #CPTSD, #Fibro, #CFS &amp; more	Survivor hsp of #csa, #incest, child abuse, programming/brainwashing, adult abuse. Have #DID, #CPTSD, Amnesia, Aspergers, Fibro, CFS, Raynaud's, POTS.	United States	Central Time (US & Canada)	3623877738			Individual	don't know	
739922381897138000	Fibromyalgia	Fibromyalgia	2016-06-06 20:50:17	_SuccessCenter_	#SuccessTRAIN Meet @SueInge #Author ,Speaker,Holistic #Health Practitioner Living Well w #Fibromyalgia https://t.co/ACYfUjtSwC	Your Success-Business & Personal Development - Success Quotes -Tips -Tools -Training -Jobs - Net Ventures -Franchises -Business Opportunities -Capital #F4F #FB	Global	Eastern Time (US & Canada)	150261684			Individual	don't know	
740044795050136000	Fibromyalgia	Fibromyalgia	2016-06-07 04:56:43	1strongwoman4me	couragehopestrength: #chronicpain #chronicillness #fibromyalgia #strength #Repost @iamhertribe with... https://t.co/aEtZ0bAhqY	outgoing, loves bright, intellectual conversation,Special Ed Advocate AUTISM, #fibro #Lupus https://t.co/WaL3mrwo71	California  baby!	Pacific Time (US & Canada)	619072030			Individual	don't know	
719621507824136000	Fibromyalgia	Fibromyalgia	2016-04-11 20:21:52	adie1306	@MissusWebb Wife suffers from Fibromyalgia. Was a nightmare getting diagnosed and a joke dealing with Atos Healthcare.	ONE LIFE, LIVE IT.	south Greater Manchester	London	301348879			Individual	family	
718120171932688000	Fibromyalgia	Fibromyalgia	2016-04-07 16:56:05	A19Anita	@Ginjela I need this print to visually show my Dr. how I feel with my Fibromyalgia!!!!	Interested in Art Journaling/Mixed Media	Ohio		564045441			Individual	himself	
718163418788663000	Fibromyalgia	Fibromyalgia	2016-04-07 19:47:56	Ant_F3ltz	Dr gave me a new med for my Fibromyalgia...that stuff is nothing nice. Really messes with your head and dreams.	And that's when I punched Sasquatch right in the weiner...	Oregon	Pacific Time (US & Canada)	3023132270			Individual	himself	
718202069094535000	Fibromyalgia	Fibromyalgia	2016-04-07 22:21:31	afernuik	Because of my disease (#fibromyalgia), I am likely going to die by the time I turn 112. #unfair #soberingthought	I'm usually lost.	Texas	Mountain Time (US & Canada)	763066926			Individual	himself	
718234976882455000	Fibromyalgia	Fibromyalgia	2016-04-08 00:32:17	_brendadavis	If you don't have your health, You don't have shit...jus sayin  #fibromyalgia	mother..writes poetry fr pain			1042818464			Individual	himself	
718315652944118000	Fibromyalgia	Fibromyalgia	2016-04-08 05:52:51	abd0e780f74e4c7	@HealingWell spinal disability, arthritis and fibromyalgia. Will check it out x	my poodle bobbie is my life. l love all music Michael Ball is my favourite and love concerts and hate animal cruelty.	west midlands		2947489067			Individual	himself	
718516436663083000	Fibromyalgia	Fibromyalgia	2016-04-08 19:10:42	Annamezz68	We all have some sort of issues we deal w daily mine is fibromyalgia aka chronicpain,b kind2eachother life's 2 short https://t.co/UQiqpbdjM1	appriciate life,animal n nature lover,love God family friends n #F4F ers NO X FOR DRAMA! Chicago fibrofighter follow my sister @nini5115		Central Time (US & Canada)	2338706617			Individual	himself	
718569974063698000	Fibromyalgia	Fibromyalgia	2016-04-08 22:43:26	adeephaze	I was writing earlier, pen and paper in hand, and these people pulled into the campsite next to me to have a picnic. #camping #fibromyalgia	Around the World in a Deep Haze. A man with fibromyalgia lives in a tent and drifts around the world, battling the fibro fog caused by an invisible disability	A tent in a campground somewhe	Arizona	4720464625			Individual	himself	
718781983715791000	Fibromyalgia	Fibromyalgia	2016-04-09 12:45:53	archangelcrew	21 Things Nobody Told Me About Fibromyalgia   I figured, if I was gonna be up at 4:30 AM might as well write, right? https://t.co/9BEAtbk7Rn	Verses like Dr. Seuss 2.0, introvert to the MAX so you know. One of these days I'll get a break; meanwhile let's have a nice cup of tea & a slice of this cake!	Bakersfield, CA	Pacific Time (US & Canada)	2728424702			Individual	himself	
718793019340693000	Fibromyalgia	Fibromyalgia	2016-04-09 13:29:44	altman_evan	Agree with Dr. Krauser's answer to I have sjogren's disease and fibromyalgia. My lymph nodes are so swollen it hurts... - http://htap.u...	Board-certified Psychiatrist	Camp Lejeune, NC		1909321243			Individual	himself	
718841792339141000	Fibromyalgia	Fibromyalgia	2016-04-09 16:43:33	7thdaughter1	@fibrowellness #fibromyalgia is winning this week exhaustion, waking with rigor mortis in my hands staggering spasms you know the list	After he watched movie, he tried to set me on fire plan to bury me in septic Padlocks on doors no wayout	Michigan, USA	Eastern Time (US & Canada)	3145189781			Individual	himself	
718874031055905000	Fibromyalgia	Fibromyalgia	2016-04-09 18:51:39	Angecolours	Me and my fibro https://t.co/HYhu0ISoVu	I like adult colouring, and making handmade cards. I watch a lot of TV. I have fibromyalgia and depression	manchester	Pacific Time (US & Canada)	75833238			Individual	himself	
718931525559984000	Fibromyalgia	Fibromyalgia	2016-04-09 22:40:07	AirGuitarNinja	Trying to go the day without taking my gabapentin, because I found out it is associated with major memory loss. #fibromyalgia #ouch	I like hiking, film, and fossils.	Kansas City,  MO	Central Time (US & Canada)	37460352			Individual	himself	
718945986777711000	Fibromyalgia	Fibromyalgia	2016-04-09 23:37:35	archangelcrew	21 Things Nobody Told Me About Fibromyalgia  I adjusted my #Tumblr settings-anyone can reply. #fibromyalgia #spoonie https://t.co/9BEAtbk7Rn	Verses like Dr. Seuss 2.0, introvert to the MAX so you know. One of these days I'll get a break; meanwhile let's have a nice cup of tea & a slice of this cake!	Bakersfield, CA	Pacific Time (US & Canada)	2728424702			Individual	himself	
718956894426108000	Fibromyalgia	Fibromyalgia	2016-04-10 00:20:55	ApothicApples	Most folks were cool on me after my Fibromyalgia diagnosis but my pending divorce was an easy out. TBH. Real friends. What's that?	Eggplant parmesan and whisky fantasies	N 35 16' 0'' / W 80 44' 0''	Eastern Time (US & Canada)	16249176			Individual	himself	
719026014639120000	Fibromyalgia	Fibromyalgia	2016-04-10 04:55:35	zoiegirl97	Sooooo ill!!!!  #soill #feellikecrap #migraine #pain #fibromyalgia #fibroawarness #bodyhurts #feellikeivebeenhitbyamactruck	Contact me at zoielynd@gmail.com to get your makeup, nails, and hair done Instagram @zoiekalil & @zoiesmakeup			2503773042			Individual	himself	
719050811213361000	Fibromyalgia	Fibromyalgia	2016-04-10 06:34:07	AdamsonBobby	Fixing in preference to fibromyalgia, fibromyalgia disabilities, sketch in contemplation of correction.: jcSOEK https://t.co/SUNntLUmdt			Adelaide	1205794243			Individual	himself	
719081670666637000	Fibromyalgia	Fibromyalgia	2016-04-10 08:36:44	Annamezz68	I #folloback just takes me #time i try,still #working on #dms #fibromyalgia #chronicpain #invisible #illness #sorry i do my #best #thankyou	appriciate life,animal n nature lover,love God family friends n #F4F ers NO X FOR DRAMA! Chicago fibrofighter follow my sister @nini5115		Central Time (US & Canada)	2338706617			Individual	himself	
719202345335321000	Fibromyalgia	Fibromyalgia	2016-04-10 16:36:15	angelamorgan68	Too tired and sore to breathe #fibromyalgia	mother, daughter, baker, reader, worker, friend, single independent woman. Fibromyalgia & Depression Sufferer	Blackwood South Wales		73634808			Individual	himself	
719234608987009000	Fibromyalgia	Fibromyalgia	2016-04-10 18:44:28	AlisonWade1	Struggled today, as always,  but proud of what I have achieved #cfs #fibromyalgia #SpoonieProblems #cleancampervan #newsletterwritten	Tarot Reader. Blogger/social media-ist.  Slave to my animals, F1 fan,  Dairy Farmer's Wife  #cfs  #fibromyalgia  #Introvert  #Spoonie	Pembrokeshire	Europe/London	311707562			Individual	himself	
719275243332846000	Fibromyalgia	Fibromyalgia	2016-04-10 21:25:56	amandabrett3	@candismagazine @AldiUK Suffering from Fibromyalgia,this may really help me,i'd be thrilled to #Win and give it a go,thanks for the chance X	Hey i'm 38,wife,mother and bubbly northern bird :)	west yorkshire uk		2361684746			Individual	himself	
719292837913850000	Fibromyalgia	Fibromyalgia	2016-04-10 22:35:51	ant1967jones	@SPOOKYPlCS @Tatted_Foreign Its actually how pain would look like if you could see it, suffering from Fibromyalgia!!!	Welcome to FrameWorx Photography & Picture Editing - Prints For Sale -                                   Email: FrameWorx2015@gmail.com - Mobile: 07710 558 030	London, England		1565701051			Individual	himself	
719297882826773000	Fibromyalgia	Fibromyalgia	2016-04-10 22:55:53	amjmom2001	Need to vent. .I'm so TIRED of hurting. Fibromyalgia SUCKS. The pain is unexplainable and drainsyou physically and emotionally. Ok done now	life is what you make it......my life is made of my three kids and that means the world to me.  And never depend on anyone but yourself.			366390542			Individual	himself	
719569353079857000	Fibromyalgia	Fibromyalgia	2016-04-11 16:54:37	AcPrMargaret	Personally, I can say, Yes. - Does Comorbid Migraine, Fibromyalgia Heighten Pain Sensitivity? https://t.co/NkL9AdrNwE via @neuroadvisor	Research Coordinator for Amendola Communications @AmendolaComm:    Healthcare IT, PR & Marketing. Posts are my own	Scottsdale, AZ		1514053416			Individual	himself	
719587643592438000	Fibromyalgia	Fibromyalgia	2016-04-11 18:07:18	AngelTracy616	I love the rain.  Sadly, my #Fibromyalgia does not.   Pain level today: 9/10   #inpain #SpoonieProblems #spooniewarrior	Witchy CatMom /#Reiki Master-Teacher / Healer Ghost Adventures  Supernatural (#TeamDean) #INFJ #HSP #Empath #Writer  #amwriting #poetry  book in progress	The Impala	Eastern Time (US & Canada)	244758348			Individual	himself	
719674759773078000	Fibromyalgia	Fibromyalgia	2016-04-11 23:53:28	AllDayArod	@TheDoctors I can completely relate to @GolnesaGG I have fibromyalgia and the pain is unbearable! I'd drink everyday 2 if I could afford it	LOVE Cleveland! Proud Latina!  When someone shows you who they are believe them; the first time. Maya Angelou	Cleveland, OH		2450699593			Individual	himself	
719761952826921000	Fibromyalgia	Fibromyalgia	2016-04-12 05:39:56	AlisonWade1	Disturbed night and severe back pain now.  Now I must create a productive day.  #Magic #cfs #fibromyalgia	Tarot Reader. Blogger/social media-ist.  Slave to my animals, F1 fan,  Dairy Farmer's Wife  #cfs  #fibromyalgia  #Introvert  #Spoonie	Pembrokeshire	Europe/London	311707562			Individual	himself	
719778589089006000	Fibromyalgia	Fibromyalgia	2016-04-12 06:46:03	ajapelian	it's not that i don't think fibromyalgia doesn't exist. as someone with chronic unexplainable junk pain, i can't rule anything out	raised by television. i like charles bronson. i like friends. both the tv show and the things. i'm only sober when i have to be.	seattle,wa	Pacific Time (US & Canada)	184080033			Individual	himself	
719854282187674000	Fibromyalgia	Fibromyalgia	2016-04-12 11:46:49	Allencm27	A lot of people don't know thee #struggle of having #fibromyalgia - you think its hard when ur... https://t.co/aP27PRwr8Z	Singer||Songwriter IG:dgdreamgirl & @dgdreamhair FB: Dreangirl Building confidence through hair and music :) Email: dgdreamgirl27@gmail.com	Atlanta, GA		2555239176			Individual	himself	
719900695495864000	Fibromyalgia	Fibromyalgia	2016-04-12 14:51:15	Alexa1018	How it feels to have #fibromyalgia. ( Except also there are people asking why you can't get up and go to work or... https://t.co/INAIlgCh9k	#Queer white #Vegan #Feminist Twitter feed isn't for the weak. #SocialistAlternative #BlackLivesMater #FundTheT #Trans #15Now #QUILTBAG & more. Also @LtAlexa.	Boston	Quito	72064773			Individual	himself	
719934322044727000	Fibromyalgia	Fibromyalgia	2016-04-12 17:04:52	AbiPepperz357	I feel like 75 shades of crap. Fibromyalgia is a bitch disease. I'd gladly take leave of my body, go on a cruise &amp; return after the pains go	Writer, Performance Poet, Paper-crafter, HR Consultant and Radio Presenter	United Kingdom	Europe/London	765324014			Individual	himself	
719946062815859000	Fibromyalgia	Fibromyalgia	2016-04-12 17:51:31	Annamezz68	Please give me the strength 2 fight fibromyalgia the chronic pain is unbearably high ,peace and positivity 2 all  https://t.co/G8BxD49hsr	appriciate life,animal n nature lover,love God family friends n #F4F ers NO X FOR DRAMA! Chicago fibrofighter follow my sister @nini5115		Central Time (US & Canada)	2338706617			Individual	himself	
719962231228621000	Fibromyalgia	Fibromyalgia	2016-04-12 18:55:46	archangelcrew	But then I realized, I AM kinda sickly! I've been battling #fibromyalgia for six years now. https://t.co/XO1dGf5o5g	Verses like Dr. Seuss 2.0, introvert to the MAX so you know. One of these days I'll get a break; meanwhile let's have a nice cup of tea & a slice of this cake!	Bakersfield, CA	Pacific Time (US & Canada)	2728424702			Individual	himself	
719986644397503000	Fibromyalgia	Fibromyalgia	2016-04-12 20:32:47	AngelTracy616	Day two of pain flares. *Bad* pain flares.   Pain level: 9/10   #Fibromyalgia #Spoonie #SpoonieProblems	Witchy CatMom /#Reiki Master-Teacher / Healer Ghost Adventures  Supernatural (#TeamDean) #INFJ #HSP #Empath #Writer  #amwriting #poetry  book in progress	The Impala	Eastern Time (US & Canada)	244758348			Individual	himself	
720009631402070000	Fibromyalgia	Fibromyalgia	2016-04-12 22:04:07	ally_mckilla13	@LizzieT_12 I did for awhile to see if it helped my fibromyalgia &amp;I literally just went down the aisle at hyvee w my mom and got random food	Galesburg,ILKenosha, WI | HOBY ILCS '13 | insta: ally_mckilla13	Kenosha, WI		2397116143			Individual	himself	
720089111785124000	Fibromyalgia	Fibromyalgia	2016-04-13 03:19:57	adeephaze	Good day. Able to hike &amp; got a lift when the weather turned bad. Also, deer hung around my campsite all evening. #fibromyalgia	Around the World in a Deep Haze. A man with fibromyalgia lives in a tent and drifts around the world, battling the fibro fog caused by an invisible disability	A tent in a campground somewhe	Arizona	4720464625			Individual	himself	
720208192962195000	Fibromyalgia	Fibromyalgia	2016-04-13 11:13:08	angelahacking	@WeedFeed @pjcottam  good for my Fibromyalgia! Bring it on !	Ordinary girl , likes wine , hates injustice .			43148184			Individual	himself	
720220285585224000	Fibromyalgia	Fibromyalgia	2016-04-13 12:01:11	1dannimarshall	It will not beat me  #pain #fibromyalgia #silent #painful #fibro #trying #keepit #together #chronicpain #failing #missing #singing #dancing	Co-Founder of Tenacity Dance Company Beauty, Style, Life Youtuber Enquires- dannimarshall1@gmail.com		Pacific Time (US & Canada)	3822983595			Individual	himself	
720230085475844000	Fibromyalgia	Fibromyalgia	2016-04-13 12:40:08	_octillery	im not even scared of needles really, im just hyperaware of pain &amp; bodily sensations bcus fibromyalgia	Kat/Tori  bi agenderflux octopus with fibromyalgia that has become kylo ren trash | they/them	dream address: 5100-4458-2959	Eastern Time (US & Canada)	1621403527			Individual	himself	
720234285391835000	Fibromyalgia	Fibromyalgia	2016-04-13 12:56:49	Angecolours	Omg I'm so exhausted &amp; in pain all over. I wish it wud just go away. #fibromyalgia #pain	I like adult colouring, and making handmade cards. I watch a lot of TV. I have fibromyalgia and depression	manchester	Pacific Time (US & Canada)	75833238			Individual	himself	
720327785596723000	Fibromyalgia	Fibromyalgia	2016-04-13 19:08:21	AngelTracy616	You'd think after 21 years of this I'd be used to the #Fibromyalgia pain by now. No. Every day is different.  9.5/10 pain level  #Spoonie	Witchy CatMom /#Reiki Master-Teacher / Healer Ghost Adventures  Supernatural (#TeamDean) #INFJ #HSP #Empath #Writer  #amwriting #poetry  book in progress	The Impala	Eastern Time (US & Canada)	244758348			Individual	himself	
720337381144994000	Fibromyalgia	Fibromyalgia	2016-04-13 19:46:29	AlexHelenMoore	I've survived nearly 40 years with #Fibromyalgia , I manage to work full time and do awesome stuff via bloodymindedness, diet and exercise..	All about racing,  cars,  metal,  animals and some other stuff.   @Yorkiegrit is my 2nd account dedicated to  Motorsport	Leeds, Usually		553431603			Individual	himself	
720380314669990000	Fibromyalgia	Fibromyalgia	2016-04-13 22:37:05	Angecolours	I just uploaded a new video to @YouTube: Fibromyalgia ruined my day https://t.co/m5wQjKLLsh	I like adult colouring, and making handmade cards. I watch a lot of TV. I have fibromyalgia and depression	manchester	Pacific Time (US & Canada)	75833238			Individual	himself	
720393792713400000	Fibromyalgia	Fibromyalgia	2016-04-13 23:30:39	alyhansen_	All of my friends are becoming strippers and I'm sitting here sad as fuck because my Fibromyalgia would never allow such a thing	21, wife, secular humanist.	Birmingham, Alabama	Eastern Time (US & Canada)	1138046970			Individual	himself	
720415842509296000	Fibromyalgia	Fibromyalgia	2016-04-14 00:58:16	anawkwardginger	If I don't have fibromyalgia then my whole life is a lie, 100% convinced I have it	17~ An awkward, mentally and medically unstable YET proud: artist-to-be; photography enthusiast; beauty obsessed; newly coffee addicted; nature and tree hugger.	instagram~ @anawkwardginger	Dublin	2484209039			Individual	himself	
720514314428408000	Fibromyalgia	Fibromyalgia	2016-04-14 07:29:33	zie_cheong	@DaveMustaine I have insomnia from adhd and fibromyalgia. Sucks!	Zie is a nickname short for Mackenzie. I'm a 19 yr old female. Been a self taught guitarist for 3 years so far. And an obsessed raving lunatic for ]\/[EGADET]-[	Edmond, OK		3182091764			Individual	himself	
720628378655568000	Fibromyalgia	Fibromyalgia	2016-04-14 15:02:48	altman_evan	Agree with Dr. Ament's answer to Have fibromyalgia why am i so irretable is this normal? - https://t.co/t4dFgzZAJ4	Board-certified Psychiatrist	Camp Lejeune, NC		1909321243			Individual	himself	
720663633106182000	Fibromyalgia	Fibromyalgia	2016-04-14 17:22:54	aesiraki	@T_Frohock I was gonna say those hips don't lie, lol ;-) Fibromyalgia pain makes my entire body hurt so for me it's oy everything! ;-)	Bookworm, scribbler of all things dark, horror and fantasy junkie, library page, francophile, metalhead, MMA fan, INFJ	Formerly Darkeva	Eastern Time (US & Canada)	1067079906			Individual	himself	
720747540547646000	Fibromyalgia	Fibromyalgia	2016-04-14 22:56:19	ZephyraQ	@vesna05meandyou I have fibromyalgia so the humidity kills me. The sun is great! Love being in it and swimming in the sea	#DrWho #mmj #weed #wicca #pagan #fibro 18+ If easily offended stay off my TL #sex #lgbt #music #ReedusWarriors taken by @roadwarrior2915 #TWD			3320401566			Individual	himself	
720817198550397000	Fibromyalgia	Fibromyalgia	2016-04-15 03:33:06	vullirunes	i have work tomorow then im going to doctor to talk about fibromyalgia stuff and then going to car dealership	I work at a dog kennel and a retail pet supply store!! and I draw! yeah	NJ	Eastern Time (US & Canada)	142854875			Individual	himself	
721027291057426000	Fibromyalgia	Fibromyalgia	2016-04-15 17:27:56	anitaapplebum13	@ThisisDavina want to loose weight have arthritis fibromyalgia &amp; ME got any tips for me #nevergiveuptrying	Kinda the same but different	Dartford Kent		2724756443			Individual	himself	
721040409431011000	Fibromyalgia	Fibromyalgia	2016-04-15 18:20:04	_HeyMisfit_	When you have to wear an old scrunchie bc everything else hurts your head...#fibromyalgia  https://t.co/hpaY5jxNpI	some crazy chick with her own superhero @kevytheb ...#BPD #Fibro #EYEbelieve	Where gray doesn't exist		1873289480			Individual	himself	
721058265770107000	Fibromyalgia	Fibromyalgia	2016-04-15 19:31:01	aerich_a	Tweeting while so sick with a cervicogenic (sp?) headache  it's an icepack and #Percocet kind of day. Sigh. #Fibromyalgia	I'm tweeting, therefore I tweet.	United States	Eastern Time (US & Canada)	608772443			Individual	himself	
721160046529421000	Fibromyalgia	Fibromyalgia	2016-04-16 02:15:28	_Fluffycupcake_	Such bad leg pain  #ChronicIllness #fibromyalgia #cfs #spoonie https://t.co/0q3TNs8V0L	Loving life with my amazing man and our family xx Love craft, baking and girly things! fibro / CFS fighter / spoonie.	Bedford	Amsterdam	1628006678			Individual	himself	
721206990945460000	Fibromyalgia	Fibromyalgia	2016-04-16 05:22:00	4janders	Honestly starting to think I may have #CFS and #Fibromyalgia	be yourself and be kind to others			2413733521			Individual	himself	
721359947490046000	Fibromyalgia	Fibromyalgia	2016-04-16 15:29:48	1dannimarshall	Just had a guitar and sing sesh. Going to regret but I loved it  #guitar #sing #singing #fibromyalgia #chronicpain #regret #miss #singing	Co-Founder of Tenacity Dance Company Beauty, Style, Life Youtuber Enquires- dannimarshall1@gmail.com		Pacific Time (US & Canada)	3822983595			Individual	himself	
721370780412437000	Fibromyalgia	Fibromyalgia	2016-04-16 16:12:51	amykate	Bad blood test last week = #fibromyalgia flare in my elbow this week. How completely ridiculous. Sigh. Tea anyone?	#rdg ex-php developer, project manager, reads historic fiction, loves food - cooking and eating, am-drammer,	Reading, UK	London	2024301			Individual	himself	
721371314829849000	Fibromyalgia	Fibromyalgia	2016-04-16 16:14:58	amykate	Ok #hivemind - waking up with pins and needles in my arm; #fibromyalgia or #pregnancy? I'm not sure but it's annoying! :-)	#rdg ex-php developer, project manager, reads historic fiction, loves food - cooking and eating, am-drammer,	Reading, UK	London	2024301			Individual	himself	
721375695738446000	Fibromyalgia	Fibromyalgia	2016-04-16 16:32:23	AnnemarieMacke2	Not having a good time with the fibromyalgia but looking forward to watching my daughter act on the stage at the Bristol old vic	I love the lord, my husband, my five children and my grandson. My church family are amazing and I would not be as far as I am in my walk with jesus without them	Bristol, England		3373110033			Individual	himself	
721407294622142000	Fibromyalgia	Fibromyalgia	2016-04-16 18:37:56	altman_evan	Agree with Dr. Baker's answer to Fibromyalgia is chronic pain and fatigue but why does it causes concentration and m... - http://htap.u...	Board-certified Psychiatrist	Camp Lejeune, NC		1909321243			Individual	himself	
721420572794577000	Fibromyalgia	Fibromyalgia	2016-04-16 19:30:42	adnilxa	@VABVOX @Alasscan_ @LeChatNoire4 @HillaryClinton  same here, I have Fibromyalgia, research is important!!!	It always seems impossible until its done.   Nelson Mandela I'm a Liberal Democrat who supports Hillary Clinton for POTUS 2016,The most qualified person.	South, Florida	Eastern Time (US & Canada)	453321264			Individual	himself	
